ff,game,interc,passyds,points,rushyds,sacks,team,teamyear,year
2.0,1,1.0,210.0,20.0,43.0,1.0,sea,sea2012,2012
4.0,2,2.0,457.0,27.0,92.0,2.0,sea,sea2012,2012
5.0,3,2.0,641.0,39.0,176.0,10.0,sea,sea2012,2012
5.0,4,3.0,852.0,58.0,251.0,12.0,sea,sea2012,2012
8.0,5,3.0,960.0,70.0,333.0,16.0,sea,sea2012,2012
8.0,6,5.0,1348.0,93.0,420.0,17.0,sea,sea2012,2012
9.0,7,6.0,1486.0,106.0,595.0,19.0,sea,sea2012,2012
9.0,8,7.0,1817.0,134.0,679.0,21.0,sea,sea2012,2012
10.0,9,8.0,1861.0,154.0,922.0,25.0,sea,sea2012,2012
11.0,10,9.0,1962.0,161.0,1006.0,28.0,sea,sea2012,2012
11.0,11,10.0,2208.0,185.0,1195.0,29.0,sea,sea2012,2012
12.0,12,10.0,2441.0,202.0,1327.0,29.0,sea,sea2012,2012
15.0,13,14.0,2552.0,202.0,1370.0,32.0,sea,sea2012,2012
16.0,14,16.0,2767.0,219.0,1488.0,35.0,sea,sea2012,2012
18.0,15,17.0,2998.0,232.0,1570.0,36.0,sea,sea2012,2012
18.0,16,18.0,3250.0,245.0,1649.0,36.0,sea,sea2012,2012
0.0,0,0.0,0.0,0.0,0.0,0.0,sfo,sfo2012,2012
0.0,1,1.0,279.0,22.0,45.0,3.0,sfo,sfo2012,2012
0.0,2,2.0,493.0,41.0,127.0,5.0,sfo,sfo2012,2012
2.0,3,2.0,691.0,65.0,273.0,5.0,sfo,sfo2012,2012
4.0,4,3.0,791.0,65.0,318.0,8.0,sfo,sfo2012,2012
5.0,5,4.0,906.0,68.0,407.0,9.0,sfo,sfo2012,2012
5.0,6,4.0,1099.0,94.0,556.0,9.0,sfo,sfo2012,2012
5.0,7,5.0,1214.0,100.0,692.0,11.0,sfo,sfo2012,2012
5.0,8,6.0,1472.0,103.0,699.0,15.0,sfo,sfo2012,2012
6.0,9,6.0,1771.0,127.0,858.0,17.0,sfo,sfo2012,2012
9.0,10,8.0,1829.0,134.0,943.0,23.0,sfo,sfo2012,2012
9.0,11,10.0,2060.0,155.0,1002.0,28.0,sfo,sfo2012,2012
9.0,12,10.0,2268.0,171.0,1087.0,30.0,sfo,sfo2012,2012
11.0,13,10.0,2401.0,184.0,1181.0,32.0,sfo,sfo2012,2012
13.0,14,12.0,2826.0,218.0,1276.0,35.0,sfo,sfo2012,2012
13.0,15,13.0,2996.0,260.0,1452.0,36.0,sfo,sfo2012,2012
14.0,16,14.0,3203.0,273.0,1507.0,38.0,sfo,sfo2012,2012
0.0,0,0.0,0.0,0.0,0.0,0.0,was,was2012,2012
1.0,1,2.0,326.0,32.0,32.0,2.0,was,was2012,2012
4.0,2,3.0,627.0,63.0,183.0,4.0,was,was2012,2012
5.0,3,4.0,1012.0,101.0,276.0,6.0,was,was2012,2012
5.0,4,5.0,1305.0,123.0,356.0,7.0,was,was2012,2012
5.0,5,6.0,1643.0,147.0,439.0,8.0,was,was2012,2012
5.0,6,8.0,1970.0,173.0,533.0,11.0,was,was2012,2012
5.0,7,10.0,2299.0,200.0,597.0,12.0,was,was2012,2012
5.0,8,10.0,2514.0,227.0,737.0,13.0,was,was2012,2012
5.0,9,10.0,2715.0,248.0,866.0,13.0,was,was2012,2012
8.0,10,12.0,2892.0,254.0,946.0,17.0,was,was2012,2012
9.0,11,14.0,3315.0,285.0,981.0,19.0,was,was2012,2012
9.0,12,14.0,3588.0,301.0,1098.0,20.0,was,was2012,2012
10.0,13,15.0,3761.0,329.0,1284.0,22.0,was,was2012,2012
11.0,14,17.0,3994.0,350.0,1342.0,24.0,was,was2012,2012
12.0,15,18.0,4315.0,370.0,1432.0,29.0,was,was2012,2012
12.0,16,21.0,4511.0,388.0,1532.0,31.0,was,was2012,2012
0.0,0,0.0,0.0,0.0,0.0,0.0,atl,atl2013,2013
0.0,1,1.0,341.0,23.0,78.0,2.0,atl,atl2013,2013
0.0,2,2.0,693.0,47.0,147.0,2.0,atl,atl2013,2013
2.0,3,3.0,888.0,74.0,237.0,7.0,atl,atl2013,2013
2.0,4,3.0,1204.0,104.0,369.0,7.0,atl,atl2013,2013
2.0,5,3.0,1374.0,134.0,487.0,11.0,atl,atl2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,buf,buf2013,2013
1.0,1,1.0,273.0,23.0,158.0,3.0,buf,buf2013,2013
1.0,2,2.0,456.0,46.0,283.0,9.0,buf,buf2013,2013
1.0,3,4.0,787.0,73.0,465.0,9.0,buf,buf2013,2013
1.0,4,9.0,1108.0,93.0,489.0,13.0,buf,buf2013,2013
3.0,5,9.0,1307.0,130.0,580.0,18.0,buf,buf2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,car,car2013,2013
1.0,1,0.0,300.0,12.0,70.0,2.0,car,car2013,2013
2.0,2,1.0,587.0,36.0,219.0,3.0,car,car2013,2013
3.0,3,3.0,677.0,36.0,279.0,10.0,car,car2013,2013
3.0,4,6.0,837.0,58.0,369.0,12.0,car,car2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,chi,chi2013,2013
2.0,1,2.0,277.0,21.0,63.0,1.0,chi,chi2013,2013
4.0,2,3.0,504.0,51.0,186.0,2.0,chi,chi2013,2013
7.0,3,5.0,883.0,74.0,266.0,5.0,chi,chi2013,2013
11.0,4,6.0,1111.0,114.0,425.0,6.0,chi,chi2013,2013
11.0,5,6.0,1392.0,140.0,491.0,8.0,chi,chi2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,cin,cin2013,2013
0.0,1,1.0,242.0,24.0,81.0,0.0,cin,cin2013,2013
1.0,2,2.0,476.0,34.0,125.0,2.0,cin,cin2013,2013
2.0,3,4.0,693.0,64.0,307.0,6.0,cin,cin2013,2013
2.0,4,4.0,940.0,81.0,396.0,9.0,cin,cin2013,2013
5.0,5,5.0,1106.0,87.0,478.0,13.0,cin,cin2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,cle,cle2013,2013
0.0,1,1.0,255.0,23.0,20.0,4.0,cle,cle2013,2013
1.0,2,1.0,452.0,37.0,119.0,6.0,cle,cle2013,2013
3.0,3,2.0,647.0,64.0,253.0,12.0,cle,cle2013,2013
4.0,4,3.0,850.0,70.0,316.0,14.0,cle,cle2013,2013
4.0,5,4.0,1038.0,94.0,471.0,18.0,cle,cle2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,clt,clt2013,2013
0.0,1,2.0,201.0,17.0,171.0,1.0,clt,clt2013,2013
2.0,2,2.0,498.0,41.0,272.0,6.0,clt,clt2013,2013
3.0,3,3.0,637.0,48.0,387.0,9.0,clt,clt2013,2013
3.0,4,6.0,802.0,51.0,427.0,13.0,clt,clt2013,2013
5.0,5,7.0,1007.0,79.0,645.0,15.0,clt,clt2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,crd,crd2013,2013
2.0,1,1.0,299.0,27.0,67.0,0.0,crd,crd2013,2013
2.0,2,1.0,572.0,48.0,116.0,1.0,crd,crd2013,2013
2.0,3,2.0,891.0,79.0,220.0,5.0,crd,crd2013,2013
2.0,4,4.0,1064.0,89.0,300.0,7.0,crd,crd2013,2013
3.0,5,7.0,1322.0,95.0,395.0,14.0,crd,crd2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,dal,dal2013,2013
2.0,1,3.0,428.0,31.0,50.0,3.0,dal,dal2013,2013
2.0,2,3.0,627.0,48.0,164.0,7.0,dal,dal2013,2013
3.0,3,3.0,824.0,55.0,199.0,13.0,dal,dal2013,2013
3.0,4,4.0,1218.0,85.0,311.0,14.0,dal,dal2013,2013
5.0,5,5.0,1632.0,136.0,414.0,14.0,dal,dal2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,den,den2013,2013
1.0,1,2.0,335.0,27.0,58.0,4.0,den,den2013,2013
1.0,2,6.0,688.0,50.0,81.0,5.0,den,den2013,2013
1.0,3,6.0,981.0,71.0,130.0,8.0,den,den2013,2013
1.0,4,6.0,1265.0,91.0,296.0,11.0,den,den2013,2013
2.0,5,7.0,1735.0,139.0,348.0,15.0,den,den2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,det,det2013,2013
0.0,1,3.0,225.0,24.0,105.0,3.0,det,det2013,2013
0.0,2,4.0,486.0,49.0,192.0,4.0,det,det2013,2013
1.0,3,5.0,786.0,69.0,312.0,6.0,det,det2013,2013
3.0,4,8.0,1072.0,101.0,443.0,9.0,det,det2013,2013
4.0,5,8.0,1341.0,123.0,623.0,10.0,det,det2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,gnb,gnb2013,2013
0.0,1,0.0,404.0,34.0,90.0,2.0,gnb,gnb2013,2013
0.0,2,1.0,718.0,54.0,198.0,3.0,gnb,gnb2013,2013
5.0,3,2.0,933.0,88.0,280.0,7.0,gnb,gnb2013,2013
6.0,4,2.0,1155.0,97.0,344.0,12.0,gnb,gnb2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,htx,htx2013,2013
0.0,1,1.0,183.0,28.0,80.0,2.0,htx,htx2013,2013
0.0,2,1.0,312.0,52.0,199.0,6.0,htx,htx2013,2013
1.0,3,1.0,473.0,82.0,274.0,8.0,htx,htx2013,2013
3.0,4,2.0,564.0,105.0,453.0,13.0,htx,htx2013,2013
4.0,5,2.0,671.0,139.0,630.0,14.0,htx,htx2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,jax,jax2013,2013
0.0,1,0.0,171.0,28.0,121.0,1.0,jax,jax2013,2013
2.0,2,0.0,285.0,47.0,347.0,4.0,jax,jax2013,2013
3.0,3,1.0,608.0,92.0,503.0,6.0,jax,jax2013,2013
3.0,4,2.0,888.0,129.0,660.0,8.0,jax,jax2013,2013
4.0,5,2.0,1096.0,163.0,803.0,10.0,jax,jax2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,kan,kan2013,2013
0.0,1,2.0,107.0,2.0,71.0,6.0,kan,kan2013,2013
2.0,2,2.0,388.0,18.0,108.0,9.0,kan,kan2013,2013
3.0,3,4.0,555.0,34.0,372.0,15.0,kan,kan2013,2013
4.0,4,5.0,755.0,41.0,470.0,18.0,kan,kan2013,2013
5.0,5,7.0,989.0,58.0,575.0,21.0,kan,kan2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,mia,mia2013,2013
1.0,1,3.0,244.0,10.0,47.0,6.0,mia,mia2013,2013
2.0,2,4.0,559.0,30.0,180.0,9.0,mia,mia2013,2013
3.0,3,5.0,790.0,53.0,326.0,9.0,mia,mia2013,2013
4.0,4,5.0,1187.0,91.0,394.0,11.0,mia,mia2013,2013
5.0,5,6.0,1438.0,117.0,527.0,13.0,mia,mia2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,min,min2013,2013
1.0,1,1.0,357.0,34.0,112.0,0.0,min,min2013,2013
3.0,2,3.0,641.0,65.0,239.0,1.0,min,min2013,2013
3.0,3,6.0,947.0,96.0,342.0,4.0,min,min2013,2013
4.0,4,7.0,1304.0,123.0,419.0,9.0,min,min2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,nor,nor2013,2013
2.0,1,1.0,279.0,17.0,88.0,3.0,nor,nor2013,2013
3.0,2,2.0,392.0,31.0,248.0,4.0,nor,nor2013,2013
4.0,3,4.0,553.0,38.0,334.0,8.0,nor,nor2013,2013
5.0,4,7.0,769.0,55.0,449.0,12.0,nor,nor2013,2013
6.0,5,7.0,1109.0,73.0,543.0,15.0,nor,nor2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,nwe,nwe2013,2013
2.0,1,0.0,150.0,21.0,136.0,0.0,nwe,nwe2013,2013
4.0,2,3.0,339.0,31.0,265.0,4.0,nwe,nwe2013,2013
4.0,3,4.0,565.0,34.0,362.0,7.0,nwe,nwe2013,2013
5.0,4,5.0,964.0,57.0,420.0,9.0,nwe,nwe2013,2013
6.0,5,6.0,1143.0,70.0,582.0,11.5,nwe,nwe2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,nyg,nyg2013,2013
1.0,1,1.0,244.0,36.0,87.0,2.0,nyg,nyg2013,2013
3.0,2,1.0,551.0,77.0,194.0,2.0,nyg,nyg2013,2013
3.0,3,2.0,759.0,115.0,388.0,3.0,nyg,nyg2013,2013
3.0,4,4.0,1047.0,146.0,490.0,4.0,nyg,nyg2013,2013
3.0,5,4.0,1346.0,182.0,630.0,5.0,nyg,nyg2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,nyj,nyj2013,2013
2.0,1,1.0,185.0,17.0,65.0,3.0,nyj,nyj2013,2013
2.0,2,1.0,363.0,30.0,119.0,4.0,nyj,nyj2013,2013
4.0,3,1.0,571.0,50.0,239.0,12.0,nyj,nyj2013,2013
4.0,4,1.0,815.0,88.0,317.0,14.0,nyj,nyj2013,2013
6.0,5,1.0,1114.0,116.0,381.0,16.0,nyj,nyj2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,oti,oti2013,2013
0.0,1,1.0,163.0,9.0,31.0,5.0,oti,oti2013,2013
0.0,2,3.0,443.0,39.0,203.0,7.0,oti,oti2013,2013
0.0,3,3.0,618.0,56.0,305.0,9.0,oti,oti2013,2013
2.0,4,5.0,857.0,69.0,396.0,14.0,oti,oti2013,2013
3.0,5,6.0,1090.0,95.0,516.0,16.0,oti,oti2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,phi,phi2013,2013
1.0,1,2.0,308.0,27.0,74.0,3.0,phi,phi2013,2013
4.0,2,2.0,721.0,60.0,200.0,4.0,phi,phi2013,2013
4.0,3,2.0,969.0,86.0,346.0,9.0,phi,phi2013,2013
4.0,4,2.0,1300.0,138.0,487.0,10.0,phi,phi2013,2013
4.0,5,5.0,1630.0,159.0,540.0,11.0,phi,phi2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,pit,pit2013,2013
0.0,1,0.0,117.0,16.0,112.0,1.0,pit,pit2013,2013
0.0,2,0.0,397.0,36.0,239.0,1.0,pit,pit2013,2013
1.0,3,0.0,548.0,76.0,346.0,3.0,pit,pit2013,2013
2.0,4,0.0,796.0,110.0,491.0,4.0,pit,pit2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,rai,rai2013,2013
0.0,1,0.0,147.0,21.0,127.0,4.0,rai,rai2013,2013
0.0,2,0.0,361.0,30.0,161.0,9.0,rai,rai2013,2013
2.0,3,0.0,733.0,67.0,325.0,10.0,rai,rai2013,2013
3.0,4,0.0,950.0,91.0,447.0,11.0,rai,rai2013,2013
4.0,5,3.0,1341.0,108.0,479.0,13.0,rai,rai2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,ram,ram2013,2013
4.0,1,1.0,304.0,24.0,86.0,4.0,ram,ram2013,2013
4.0,2,1.0,661.0,55.0,122.0,6.0,ram,ram2013,2013
5.0,3,1.0,864.0,86.0,315.0,7.0,ram,ram2013,2013
6.0,4,1.0,1015.0,121.0,534.0,9.0,ram,ram2013,2013
9.0,5,3.0,1282.0,141.0,630.0,11.0,ram,ram2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,rav,rav2013,2013
1.0,1,0.0,445.0,49.0,65.0,3.0,rav,rav2013,2013
1.0,2,0.0,639.0,55.0,130.0,8.0,rav,rav2013,2013
1.0,3,1.0,809.0,64.0,224.0,11.0,rav,rav2013,2013
5.0,4,3.0,956.0,87.0,427.0,13.0,rav,rav2013,2013
5.0,5,3.0,1228.0,110.0,449.0,19.0,rav,rav2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,sdg,sdg2013,2013
0.0,1,1.0,329.0,31.0,120.0,2.0,sdg,sdg2013,2013
0.0,2,1.0,751.0,61.0,220.0,3.0,sdg,sdg2013,2013
1.0,3,1.0,1033.0,81.0,390.0,5.0,sdg,sdg2013,2013
3.0,4,1.0,1260.0,102.0,482.0,8.0,sdg,sdg2013,2013
5.0,5,1.0,1455.0,129.0,586.0,12.0,sdg,sdg2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,sea,sea2013,2013
2.0,1,0.0,119.0,7.0,134.0,1.0,sea,sea2013,2013
4.0,2,3.0,226.0,10.0,234.0,4.0,sea,sea2013,2013
4.0,3,5.0,440.0,27.0,285.0,7.0,sea,sea2013,2013
6.0,4,7.0,765.0,47.0,436.0,11.0,sea,sea2013,2013
8.0,5,7.0,973.0,81.0,545.0,13.0,sea,sea2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,sfo,sfo2013,2013
1.0,1,1.0,322.0,28.0,63.0,2.0,sfo,sfo2013,2013
1.0,2,2.0,440.0,57.0,235.0,6.0,sfo,sfo2013,2013
1.0,3,2.0,592.0,84.0,419.0,7.0,sfo,sfo2013,2013
3.0,4,3.0,762.0,95.0,437.0,12.0,sfo,sfo2013,2013
4.0,5,6.0,944.0,98.0,568.0,13.0,sfo,sfo2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,was,was2013,2013
2.0,1,0.0,180.0,33.0,263.0,3.0,was,was2013,2013
3.0,2,0.0,621.0,71.0,402.0,7.0,was,was2013,2013
3.0,3,1.0,999.0,98.0,465.0,8.0,was,was2013,2013
5.0,4,2.0,1193.0,112.0,569.0,15.0,was,was2013,2013
0.0,0,0.0,0.0,0.0,0.0,0.0,tam,tam2012,2012
1.0,1,2.0,291.0,10.0,10.0,3.0,tam,tam2012,2012
1.0,2,5.0,801.0,51.0,104.0,3.0,tam,tam2012,2012
3.0,3,6.0,1060.0,67.0,142.0,7.0,tam,tam2012,2012
4.0,4,6.0,1381.0,91.0,295.0,8.0,tam,tam2012,2012
4.0,5,8.0,1561.0,101.0,375.0,8.0,tam,tam2012,2012
4.0,6,9.0,1938.0,136.0,456.0,8.0,tam,tam2012,2012
6.0,7,10.0,2167.0,153.0,596.0,11.0,tam,tam2012,2012
8.0,8,13.0,2569.0,185.0,618.0,13.0,tam,tam2012,2012
8.0,9,15.0,2892.0,209.0,721.0,15.0,tam,tam2012,2012
9.0,10,15.0,3126.0,230.0,818.0,17.0,tam,tam2012,2012
10.0,11,16.0,3471.0,254.0,897.0,18.0,tam,tam2012,2012
10.0,12,17.0,3713.0,285.0,988.0,18.0,tam,tam2012,2012
10.0,13,17.0,4051.0,308.0,1017.0,24.0,tam,tam2012,2012
10.0,14,17.0,4349.0,349.0,1166.0,25.0,tam,tam2012,2012
11.0,15,18.0,4545.0,377.0,1255.0,25.0,tam,tam2012,2012
11.0,16,18.0,4758.0,394.0,1320.0,27.0,tam,tam2012,2012
0.0,0,0.0,0.0,0.0,0.0,0.0,tam,tam2013,2013
2.0,1,1.0,214.0,18.0,90.0,5.0,tam,tam2013,2013
3.0,2,3.0,510.0,34.0,165.0,9.0,tam,tam2013,2013
3.0,3,4.0,712.0,57.0,321.0,12.0,tam,tam2013,2013
5.0,4,6.0,952.0,70.0,377.0,13.0,tam,tam2013,2013
